project_id,id,name,description,issue_type,status,priority,assignee,story_points,sprint,tags,full_text,ai_score_1,ai_score_2,ai_score_3,priority_weight,severity_weight,user_value,time_criticality,risk_reduction,cost_of_delay,WSJF,sev_numeric,ai_cluster,moscow_category,is_bug,severity_rank,priority_rank
10405,PTP-8,Technology stack selection,Select system technology stack.,story,todo,high,,3,,architecture,Technology stack selection. Select system technology stack.. architecture,4.5031886,6.173861,7.293027,2.0,1.0,4.5031891269039415,6.173861026763916,7.293026924133301,17.970077077801157,5.990025692600386,1,0,Should Have,False,99,11
10405,PTP-11,Create initial product backlog,Break down requirements into stories.,story,todo,high,,3,,agile,Create initial product backlog. Break down requirements into stories.. agile,3.963554,8.08037,4.820884,2.0,1.0,3.9635543794277814,8.08036994934082,4.8208842277526855,16.86480855652129,5.621602852173763,1,1,Could Have,False,99,12
10405,PTP-6,Define project scope document,Finalize scope and deliverables.,story,todo,high,,3,,documentation,Define project scope document. Finalize scope and deliverables.. documentation,2.6651099,8.472313,5.0118957,2.0,1.0,2.6651102435676455,8.472312927246094,5.011895656585693,16.149318827399433,5.383106275799811,1,1,Could Have,False,99,13
10405,PTP-31,End-to-end testing for checkout flow,Automate checkout flow tests.,story,todo,high,,3,,qa;e2e,End-to-end testing for checkout flow. Automate checkout flow tests.. qa;e2e,6.2275653,5.9503965,3.78028,2.0,1.0,6.227565942411895,5.950396537780762,3.780280113220215,15.958242593412873,5.319414197804291,1,0,Should Have,False,99,14
10405,PTP-3,Payment & Checkout Optimization Epic,Enhance payment reliability and checkout performance.,story,todo,high,,3,,payments;checkout;epic,Payment & Checkout Optimization Epic. Enhance payment reliability and checkout performance.. payments;checkout;epic,7.607154,7.0202565,1.0,2.0,1.0,7.607154656025145,7.020256519317627,1.0,15.627411175342772,5.209137058447591,1,0,Should Have,False,99,15
10405,PTP-13,Project timeline and roadmap creation,Develop milestone roadmap.,story,todo,high,,3,,roadmap,Project timeline and roadmap creation. Develop milestone roadmap.. roadmap,1.5359623,9.033667,4.968729,2.0,1.0,1.535962624229004,9.033666610717773,4.968729019165039,15.538358254111817,5.179452751370605,1,1,Could Have,False,99,16
10405,PTP-5,Requirement gathering workshops,Conduct stakeholder workshops.,story,todo,high,,3,,requirements,Requirement gathering workshops. Conduct stakeholder workshops.. requirements,1.9888916,8.706656,4.536708,2.0,1.0,1.9888919185711478,8.706656455993652,4.536707878112793,15.232256252677594,5.077418750892531,1,1,Could Have,False,99,17
10405,PTP-4,Project kickoff meeting preparation,Prepare agenda and stakeholder overview.,story,todo,high,,3,,project-management,Project kickoff meeting preparation. Prepare agenda and stakeholder overview.. project-management,0.99999976,9.509138,3.469244,2.0,1.0,1.0,9.509138107299805,3.4692440032958984,13.978382110595703,4.659460703531901,1,1,Could Have,False,99,18
10405,PTP-10,Environment setup (Dev/Staging),Provision dev and staging environments.,story,todo,high,,3,,devops,Environment setup (Dev/Staging). Provision dev and staging environments.. devops,3.7516663,5.9885526,2.5702891,2.0,1.0,3.751666764550747,5.988552570343018,2.570289134979248,12.310508469873012,4.103502823291004,1,3,Won't Have (This Sprint),False,99,19
10405,PTP-2,DevOps & Infrastructure Modernization Epic,"Improve CI/CD, logging, automation, and infrastructure stability.",story,todo,high,,3,,devops;infrastructure;epic,"DevOps & Infrastructure Modernization Epic. Improve CI/CD, logging, automation, and infrastructure stability.. devops;infrastructure;epic",5.2225103,4.128206,2.4789488,2.0,1.0,5.2225109118231865,4.1282057762146,2.4789488315582275,11.829665519596013,3.9432218398653376,1,3,Won't Have (This Sprint),False,99,20
10405,PTP-19,CI/CD Pipeline Modernization Feature,Refactor pipeline for microservices with parallel jobs.,feature,todo,high,,3,,devops;ci/cd;feature,CI/CD Pipeline Modernization Feature. Refactor pipeline for microservices with parallel jobs.. devops;ci/cd;feature,5.26579,1.0,4.8171053,2.0,1.0,5.265790563089893,1.0,4.817105293273926,11.08289585636382,3.69429861878794,1,3,Won't Have (This Sprint),False,99,21
10405,PTP-16,Refactor CI/CD pipeline for microservices,Improve deployment speed.,story,todo,high,,3,,devops;ci/cd,Refactor CI/CD pipeline for microservices. Improve deployment speed.. devops;ci/cd,4.833031,1.6044784,4.3405485,2.0,1.0,4.833031720561324,1.604478359222412,4.340548515319824,10.778058595103559,3.592686198367853,1,3,Won't Have (This Sprint),False,99,22
10405,PTP-28,User session analytics,Visualize session durations and retention.,story,todo,medium,,3,,analytics,User session analytics. Visualize session durations and retention.. analytics,6.872205,8.157739,5.149545,1.6,1.0,5.497764420331671,8.15773868560791,5.149545192718506,18.805048298658086,6.268349432886029,1,0,Should Have,False,99,23
10405,PTP-20,Centralized Logging System Feature,Standardize structured logging and ELK integration.,feature,todo,medium,,3,,observability;feature,Centralized Logging System Feature. Standardize structured logging and ELK integration.. observability;feature,7.1994977,6.2695932,6.397011,1.6,1.0,5.759598776467545,6.269593238830566,6.397010803222656,18.426202818520768,6.1420676061735895,1,0,Should Have,False,99,24
10405,PTP-26,Continuous localization support,Add multi-language support.,story,todo,medium,,3,,frontend;i18n,Continuous localization support. Add multi-language support.. frontend;i18n,5.968849,7.7923713,5.398634,1.6,1.0,4.775079884138099,7.7923712730407715,5.39863395690918,17.96608511408805,5.988695038029349,1,0,Should Have,False,99,25
10405,PTP-12,Define coding standards and guidelines,Establish development standards.,story,todo,medium,,3,,standards,Define coding standards and guidelines. Establish development standards.. standards,3.7252474,7.2756767,7.236562,1.6,1.0,2.980198302284742,7.275676727294922,7.2365617752075195,17.492436804787182,5.830812268262394,1,1,Could Have,False,99,26
10405,PTP-30,Accessibility improvements,Ensure WCAG compliance.,story,todo,medium,,3,,frontend;accessibility,Accessibility improvements. Ensure WCAG compliance.. frontend;accessibility,5.4872932,7.289748,5.781269,1.6,1.0,4.389835102545032,7.289748191833496,5.781269073486328,17.460852367864856,5.820284122621619,1,0,Should Have,False,99,27
10405,PTP-27,Feature rollout metrics,Track adoption and usage metrics.,story,todo,medium,,3,,analytics,Feature rollout metrics. Track adoption and usage metrics.. analytics,6.3766747,6.6829085,5.0720525,1.6,1.0,5.101340286043508,6.682908535003662,5.072052478790283,16.856301299837455,5.618767099945818,1,0,Should Have,False,99,28
10405,PTP-29,Refactor payment service,Improve modularity and logging.,story,todo,medium,,3,,backend;payments,Refactor payment service. Improve modularity and logging.. backend;payments,6.7752256,6.495889,4.8071756,1.6,1.0,5.420181101177621,6.495889186859131,4.807175636291504,16.723245924328257,5.574415308109419,1,0,Should Have,False,99,29
10405,PTP-7,Initial risk assessment,Identify risks and mitigation plans.,story,todo,medium,,3,,risk,Initial risk assessment. Identify risks and mitigation plans.. risk,4.549511,8.080155,4.9549484,1.6,1.0,3.63960921284431,8.080155372619629,4.954948425292969,16.674713010756907,5.558237670252303,1,0,Should Have,False,99,30
10405,PTP-25,Refactor frontend state management,Migrate from Redux to Zustand.,story,todo,medium,,3,,frontend;refactor,Refactor frontend state management. Migrate from Redux to Zustand.. frontend;refactor,5.4518957,6.663842,4.9973035,1.6,1.0,4.361517076612877,6.66384220123291,4.997303485870361,16.02266276371615,5.3408875879053825,1,0,Should Have,False,99,31
10405,PTP-32,Staging environment auto-cleanup,Remove outdated staging resources.,story,todo,low,,3,,devops;infrastructure,Staging environment auto-cleanup. Remove outdated staging resources.. devops;infrastructure,3.6873403,4.8992863,3.1950016,1.2,1.0,2.2124044905030322,4.899286270141602,3.1950016021728516,10.306692362817486,3.435564120939162,1,3,Won't Have (This Sprint),False,99,32
